,id,pesquisa,tabela,nome_tabela
18,CA,Censo Agropecuário,1015,"Número de estabelecimentos e Área dos estabelecimentos agropecuários por condição legal do produtor em relação às terras, sexo do dirigente e condição do produtor em relação às terras"
19,CA,Censo Agropecuário,1016,"Número de estabelecimentos e Área dos estabelecimentos agropecuários por condição legal do produtor em relação às terras, naturalidade ou nacionalidade da pessoa que dirige o estabelecimento, residência da pessoa que dirige o estabelecimento, associação à cooperativa e/ou entidade de classe, orientação técnica e origem da orientação técnica"
20,CA,Censo Agropecuário,1017,"Número de estabelecimentos e Área dos estabelecimentos agropecuários por condição legal do produtor em relação às terras, naturalidade ou nacionalidade da pessoa que dirige o estabelecimento, associação à cooperativa e/ou entidade de classe e atividade econômica fora do estabelecimento agropecuário"
21,CA,Censo Agropecuário,1018,"Número de estabelecimentos agropecuários com produtor proprietário por forma de obtenção das terras, sexo do dirigente, classe de idade da pessoa que dirige o estabelecimento, nível de instrução da pessoa dirige o estabelecimento e grupos de área total"
22,CA,Censo Agropecuário,1019,"Número de estabelecimentos agropecuários com produtor proprietário por forma de obtenção das terras, naturalidade ou nacionalidade da pessoa que dirige o estabelecimento e grupos de atividade econômica"
23,CA,Censo Agropecuário,1020,"Produtores na direção dos trabalhos dos estabelecimentos agropecuários por sexo do dirigente, grupos de anos de direção, condição do produtor em relação às terras, classe de idade do produtor, nível de instrução do produtor e grupos de atividade econômica"
24,CA,Censo Agropecuário,1021,"Produtores na direção dos trabalhos dos estabelecimentos agropecuários por sexo do dirigente, grupos de anos de direção, condição do produtor em relação às terras, classe de idade do produtor, nível de instrução do produtor e grupos de área total"
25,CA,Censo Agropecuário,1022,"Pessoas que dirigem os estabelecimentos agropecuários por residência da pessoa que dirige o estabelecimento, sexo da pessoa que dirige o estabelecimento, condição legal do produtor, nível de instrução da pessoa que dirige o estabelecimento, grupos de atividade econômica e grupos de área total"
26,CA,Censo Agropecuário,1025,"Número de estabelecimentos agropecuários com mais de 50 cabeças em 31/12, Número de cabeças de bovinos nos estabelecimentos agropecuários com mais de 50 cabeças em 31/12 e Valor dos bovinos nos estabelecimentos agropecuários com mais de 50 cabeças em 31/12, por Movimento pecuário de bovinos nos estabelecimentos agropecuários com mais de 50 cabeças em 31/12, condição do produtor em relação às terras, finalidade da criaçãos, grupos de cabeças de bovinos e grupos de área de pastagem"
27,CA,Censo Agropecuário,1031,Utilização das terras por tipo de utilização - série histórica (1920/2006)
28,CA,Censo Agropecuário,1097,"Produção e Venda de leite de vaca no ano nos estabelecimentos agropecuários, por condição do produtor em relação às terras, grupos de cabeças de bovinos, grupos de atividade econômica e grupos de área de pastagem"
29,CA,Censo Agropecuário,1098,"Número de estabelecimentos e Área dos estabelecimentos agropecuários, por condição do produtor em relação às terras, sexo, residência e classe de idade da pessoa que dirige o estabelecimento"
30,CA,Censo Agropecuário,1099,"Número de estabelecimentos e Área dos estabelecimentos agropecuários, por condição do produtor em relação às terras, sexo, residência e naturalidade ou nacionalidade da pessoa que dirige o estabelecimento"
31,CA,Censo Agropecuário,1101,"Número de estabelecimentos agropecuários, por uso de agricultura orgânica, condição do produtor em relação às terras, associação à cooperativa ou entidade de classe, orientação técnica recebida e nível de instrução da pessoa que dirige o estabelecimento"
32,CA,Censo Agropecuário,1109,"Número de estabelecimentos e Área dos estabelecimentos agropecuários, por condição do produtor em relação às terras e agricultura familiar"
33,CA,Censo Agropecuário,1110,Número de estabelecimentos agropecuários com produtor proprietário por forma de obtenção das terras e agricultura familiar
34,CA,Censo Agropecuário,1111,"Produtores na direção dos trabalhos dos estabelecimentos agropecuários por sexo do dirigente, grupos de anos de direção e agricultura familiar"
35,CA,Censo Agropecuário,1112,Número de estabelecimentos agropecuários e Área dos estabelecimentos por utilização das terras e agricultura familiar
36,CA,Censo Agropecuário,1113,"Pessoal ocupado em estabelecimentos agropecuários em 31/12, total e de 14 anos e mais, por sexo e agricultura familiar"
37,CA,Censo Agropecuário,1114,"Pessoal ocupado em estabelecimentos agropecuários em 31/12, total e de 14 anos e mais, com laço de parentesco com o produtor, por principais aspectos em relação ao pessoal ocupado e agriculltura familiar"
38,CA,Censo Agropecuário,1115,Número de estabelecimentos agropecuários em que o produtor declarou ter atividade fora do estabelecimento no ano por tipo de atividade e agricultura familiar
39,CA,Censo Agropecuário,1116,Número de estabelecimentos agropecuários que obtiveram receitas e Valor das receitas obtidas no ano por tipo de receita e agricultura familiar
40,CA,Censo Agropecuário,1117,"Número de estabelecimentos agropecuários que obtiveram outras receitas e Valor das outras receitas obtidas no ano, por tipo de outras receitas e agricultura familiar"
41,CA,Censo Agropecuário,1118,Número de estabelecimentos agropecuários com produção no ano e Valor da produção no ano por tipo de produção e agricultura familiar
42,CA,Censo Agropecuário,1119,Número de estabelecimentos agropecuários que não obtiveram financiamento por motivo da não obtenção do financiamento e agricultura familiar
43,CA,Censo Agropecuário,1120,Número de estabelecimentos agropecuários que obtiveram financiamento por finalidade do financiamento e agriculltura familiar
44,CA,Censo Agropecuário,1177,"Produção, Valor da produção, Venda, Valor da venda, Colheita, Área plantada e Efetivos das plantações da lavoura permanente nos estabelecimentos agropecuários com mais de 50 pés existentes por produtos da lavoura permanente, destino da produção, tipo de colheita e tipo de cultivo"
45,CA,Censo Agropecuário,1178,"Valor da produção e Efetivos das plantações da lavoura permanente nos estabelecimentos agropecuários com até 50 pés existentes por produtos da lavoura permanente, condição do produtor em relação às terras, destino da produção e grupos de atividade econômica"
46,CA,Censo Agropecuário,1179,"Produção, Valor da produção, Venda, Valor da venda, Colheita, Área plantada e Efetivos das plantações da lavoura permanente nos estabelecimentos agropecuários com mais de 50 pés existentes por produtos da lavoura permanente, uso de irrigação, uso de agrotóxicos, uso de adubação e principal mês da colheita"
47,CA,Censo Agropecuário,1181,"Produção, Valor da produção, Venda, Valor da venda, Colheita, Área plantada e Efetivos das plantações da lavoura permanente nos estabelecimentos agropecuários com mais de 50 pés existentes por produtos da lavoura permanente, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área colhida"
48,CA,Censo Agropecuário,1224,Número de estabelecimentos agropecuários com bovinos e Número de cabeças de bovinos por agricultura familiar e não familiar
49,CA,Censo Agropecuário,1225,"Número de estabelecimentos agropecuários com suínos, Número de cabeças e Valor da venda de suínos por agricultura familiar e não familiar"
50,CA,Censo Agropecuário,1226,"Número de estabelecimentos agropecuários com galinhas, galos, frangas, frangos e pintos, Número de cabeças, Valor da produção e Produção de ovos de galinha por agricultura familiar e não familiar"
51,CA,Censo Agropecuário,1227,"Número de estabelecimentos agropecuários, Quantidade produzida e Valor da produção de leite por agricultura familiar e não familiar e tipo de leite"
52,CA,Censo Agropecuário,1244,"Número de estabelecimentos e Área dos estabelecimentos agropecuários por condição legal das terras, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total"
53,CA,Censo Agropecuário,1245,"Número de estabelecimentos agropecuários por uso de calcário e/ou outros corretivos do pH do solo, condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento, orientação técnica e grupos de área total"
54,CA,Censo Agropecuário,1246,"Número de estabelecimentos agropecuários, total, com controle de doenças e/ou parasitas em animais e que fazem rotação de pastagens por condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento, orientação técnica e grupos de área total"
55,CA,Censo Agropecuário,1249,"Número de estabelecimentos agropecuários e Área dos estabelecimentos, por utilização das terras, produtos utilizados na adubação, local onde foi feita a adubação e classes de idade do produtor"
56,CA,Censo Agropecuário,1258,"Número de estabelecimentos, Área, Valor total da produção, Renda, Despesa e Fincanciamento dos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO"
57,CA,Censo Agropecuário,1259,"Número de estabelecimentos agropecuários e Área dos estabelecimentos agropecuários por condição do produtor em relação às terras, segundo indicadores da agricultura familiar e não familiar - FAO"
58,CA,Censo Agropecuário,1260,"Pessoal ocupado em estabelecimentos agropecuários por classes de dias trabalhados, segundo indicadores da agricultura familiar e não familiar - FAO"
59,CA,Censo Agropecuário,1261,"Número de estabelecimentos agropecuários por características tecnológicas/associativas, segundo indicadores da agricultura familiar e não familiar - FAO"
60,CA,Censo Agropecuário,1262,"Pecuária de corte nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO"
61,CA,Censo Agropecuário,1267,"Pecuária de leite nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO"
62,CA,Censo Agropecuário,1268,"Suínos nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO"
63,CA,Censo Agropecuário,1269,"Aves nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO"
64,CA,Censo Agropecuário,1270,"Ovos nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO"
65,CA,Censo Agropecuário,1271,"Produtos da lavoura permanente nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO"
66,CA,Censo Agropecuário,1272,"Produtos da lavoura temporária nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO"
67,CA,Censo Agropecuário,1273,"Grupos de área total, segundo indicadores da agricultura familiar e não familiar - FAO"
68,CA,Censo Agropecuário,1274,"Valores e Área nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO"
69,CA,Censo Agropecuário,1275,"Valor dos investimentos nos estabelecimentos agropecuários por tipo de investimento, segundo indicadores da agricultura familiar e não familiar - FAO"
70,CA,Censo Agropecuário,1276,"Unidades de trabalho familiar e contratado nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO"
71,CA,Censo Agropecuário,1277,"Valor dos bens nos estabelecimentos agropecuários por tipo de bem, segundo indicadores da agricultura familiar e não familiar - FAO"
72,CA,Censo Agropecuário,1278,"Agroindústria rural nos estabelecimentos agropecuários, segundo indicadores da agricultura familiar e não familiar - FAO"
73,CA,Censo Agropecuário,1329,"Renda dos estabelecimentos agropecuários por grupos de renda, segundo indicadores da agricultura familiar e não familiar - FAO"
74,CA,Censo Agropecuário,1330,"Estabelecimentos agropecuários com empregados permanentes, segundo indicadores da agricultura familiar e não familiar - FAO"
75,CA,Censo Agropecuário,1331,"Estabelecimentos agropecuários com serviços de empreitada por dias de utilização, segundo indicadores da agricultura familiar e não familiar - FAO"
76,CA,Censo Agropecuário,1372,"Renda monetária dos estabelecimentos agropecuários por grupos de renda monetária, segundo indicadores da agricultura familiar e não familiar - FAO"
77,CA,Censo Agropecuário,1421,"Número de estabelecimentos agropecuários e Área dos estabelecimentos, por utilização das terras, grupos de área de lavouras, grupos de área de pastagens e classificação por módulo fiscal"
78,CA,Censo Agropecuário,1422,"Número de estabelecimentos agropecuários e Área dos estabelecimentos, por utilização das terras, grupos de pessoal ocupado, classes de valor da produção e classificação por módulo fiscal"
79,CA,Censo Agropecuário,1431,"Número de estabelecimentos agropecuários, com agricultura familiar e não familiar, e Área dos estabelecimentos por utilização das terras e sexo do dirigente - (MDA)"
80,CA,Censo Agropecuário,1459,"Número de estabelecimentos agropecuários e Área dos estabelecimentos, por utilização das terras, uso de agrotóxicos e uso de agricultura orgânica"
81,CA,Censo Agropecuário,1523,"Número de estabelecimentos agropecuários, com agricultura familiar e não familiar, por tipo de alternativa para controle de pragas e/ou doenças em vegetais, tempo em que o produtor dirige o estabelecimento, associaçâo à cooperativa e/ou à entidade de classe e grupos de área total - (MDA),"
82,CA,Censo Agropecuário,1524,"Número de estabelecimentos agropecuários, com agricultura familiar e não familiar, por tipo de alternativa para controle de pragas e/ou doenças em vegetais, condição do produtor em relação às terras, orientação técnica, uso de agricultura orgânica e nível de instrução da pessoa que dirige o estabelecimento - (MDA)"
83,CA,Censo Agropecuário,1525,"Número de estabelecimentos agropecuários e Área dos estabelecimentos agropecuários, com agricultura familiar e não familiar, por condição do produtor em relação às terras e grupos e classes de atividade econômica - (MDA)"
84,CA,Censo Agropecuário,1555,Número de estabelecimentos agropecuários com produção no ano e Valor da produção no ano por tipo de produção e classes de idade do produtor
85,CA,Censo Agropecuário,1561,Número de estabelecimentos agropecuários que obtiveram receitas e Valor das receitas obtidas no ano por tipo de receita e classes de idade do produtor
86,CA,Censo Agropecuário,1569,Número de estabelecimentos agropecuários que obtiveram outras receitas e Valor das outras receitas obtidas no ano por tipo de outras receitas e classes de idade do produtor
87,CA,Censo Agropecuário,1570,Número de estabelecimentos agropecuários que realizaram despesas no ano e Valor das despesas realizadas no ano por tipo de despesa e classes de idade do produtor
88,CA,Censo Agropecuário,1571,Número de estabelecimentos agropecuários com informações sobre bens e Valor dos bens em 31/12 por tipo de bem e classes de idade do produtor
89,CA,Censo Agropecuário,1648,"Pessoas que dirigem os estabelecimentos agropecuários, por residência da pessoa que dirige o estabelecimento, sexo da pessoa que dirige o estabelecimento, condição legal do produtor, niível de instrução da pessoa que dirige o estabelecimento e grupos de atividade econômica - (MDA - PRONAF)"
90,CA,Censo Agropecuário,1653,"Número de estabelecimentos agropecuários, por uso de calcário e/ou outros corretivos do pH do solo, condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento e orientação técnica - (MDA - PRONAF)"
91,CA,Censo Agropecuário,1654,"Efetivo da silvicultura no ano nos estabelecimentos agropecuários e Número de pés existentes em 31/12, por condição do produtor em relação às terras, grupos de atividade econômica e grupos de área cortada - (MDA - PRONAF)"
92,CA,Censo Agropecuário,1657,"Movimento da aquicultura no ano nos estabelecimentos agropecuários, por condição do produtor em relação às terras, grupos de área de espelho d'água, ambiente da criação e grupos de atividade econômica - (MDA - PRONAF)"
93,CA,Censo Agropecuário,1658,"Número de estabelecimentos agropecuários com tratores e Quantidade de tratores existentes nos estabelecimentos agropecuários, com agricultura familiar e não familiar, por potência dos tratores, condição do produtor em relação às terras, grupos de atividade econômica, grupos de área de lavoura e grupos de área total - (MDA)"
94,CA,Censo Agropecuário,1659,"Número de estabelecimentos agropecuários, com agricultura familiar e não familiar, Quantidade e Capacidade dos tanques para resfriamento de leite, por condição do produtor em relação às terras, orientação técnica, grupos de atividade econômica e grupos de área total - (MDA)"
95,CA,Censo Agropecuário,1667,"Efetivo de ovinos nos estabelecimentos agropecuários em 31/12, por grupos de cabeças e grupos de atividade econômica"
96,CA,Censo Agropecuário,1668,"Efetivo de caprinos nos estabelecimentos agropecuários em 31/12, por grupos de cabeças e grupos de atividade econômica"
97,CA,Censo Agropecuário,1669,"Número de estabelecimentos agropecuários, com tratamento de esterco de animais, por local onde ocorreu o tratamento, condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento, orientação técnica e grupos de atividade econômica - (MDA - PRONAF)"
98,CA,Censo Agropecuário,1670,"Produção, Valor da produção, Venda, Valor da venda, Colheita, Área plantada e Efetivos das plantações da lavoura permanente nos estabelecimentos agropecuários com mais de 50 pés existentes, por produtos da lavoura permanente, destino da produção, tipo de colheita e tipo de cultivo - (MDA - PRONAF)"
99,CA,Censo Agropecuário,1671,"Efetivo de galinhas, galos, frangas, frangos e pintos nos estabelecimentos agropecuários em 31/12, por grupos de cabeças e grupos de atividade econômica"
100,CA,Censo Agropecuário,1672,"Composição de suínos no ano, nos estabelecimentos agropecuários, por plantel de suínos, grupos de cabeças e grupos de atividade econômica"
101,CA,Censo Agropecuário,1673,"Produção, Valor da produção, Venda e Valor da venda de leite de vaca no ano nos estabelecimentos agropecuários, por uso de inseminação artificial, se faz transferência de embriões, uso de ordenha mecânica e grupos de atividade econômica"
102,CA,Censo Agropecuário,1679,"Valor da produção e Efetivos das plantações da lavoura permanente nos estabelecimentos agropecuários com até 50 pés existentes, por produtos da lavoura permanente, condição do produtor em relação às terras, destino da produção e grupos de atividade econômica - (MDA - PRONAF)"
103,CA,Censo Agropecuário,1680,"Número de estabelecimentos agropecuários, total, com controle de doenças e/ou parasitas em animais e que fazem rotação de pastagens, por condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento e orientação técnica - (MDA - PRONAF)"
104,CA,Censo Agropecuário,1682,"Produção, Quantidade vendida e Valor da produção na silvicultura nos estabelecimentos agropecuários, por produtos da silvicultura, condição do produtor em relação às terras, destino da produção e grupos de atividade econômica - (MDA - PRONAF)"
105,CA,Censo Agropecuário,1688,"Produção, Venda e Valores da produção e da venda na extração vegetal nos estabelecimentos agropecuários, por produtos da extração vegetal, condição do produtor em relação às terras, destino da produção e grupos de atividade econômica - (MDA - PRONAF)"
106,CA,Censo Agropecuário,1689,"Produção, Valor da produção, Venda, Valor da venda, Colheita, Área plantada e Efetivos das plantações da lavoura permanente nos estabelecimentos agropecuários com mais de 50 pés existentes por produtos da lavoura permanente, grupos de atividade econômica e grupos de área total"
107,CA,Censo Agropecuário,1704,"Produção, Venda e Valores da produção e da venda na floricultura e/ou plantas ornamentais nos estabelecimentos agropecuários, por produtos da floricultura, condição do produtor em relação às terras, destino da produção e grupos de atividade econômica - (MDA - PRONAF)"
108,CA,Censo Agropecuário,1706,"Produção, Venda e Valor da produção na horticultura nos estabelecimentos agropecuários, por produtos da horticultura, condição do produtor em relação às terras, grupos de atividade econômica e uso de irrigação - (MDA - PRONAF)"
109,CA,Censo Agropecuário,1711,"Produção, Venda e Valor da produção na horticultura nos estabelecimentos agropecuários, por produtos da horticultura, destino da produção, uso de agrotóxicos e uso de adubação - (MDA - PRONAF)"
110,CA,Censo Agropecuário,1712,"Produção, Venda, Valor da produção e Área colhida da lavoura temporária nos estabelecimentos agropecuários, por produtos da lavoura temporária, condição produtor em relação às terras, grupos de atividade econômica, grupos de área total e grupos de área colhida - (MDA - PRONAF)"
111,CA,Censo Agropecuário,1716,"Produção, Venda, Valor da produção e Área colhida da lavoura temporária nos estabelecimentos agropecuários, por produtos da lavoura temporária, tipo de semente, tipo de colheita e tipo de cultivo - (MDA - PRONAF)"
112,CA,Censo Agropecuário,1720,"Produção, Venda, Valor da produção e Área colhida da lavoura temporária nos estabelecimentos agropecuários, por produtos da lavoura temporária, uso de agrotóxicos, uso de adubação e principal mês de plantio e de colheita - (MDA - PRONAF)"
113,CA,Censo Agropecuário,1723,"Produção, Venda, Valor da produção e Área colhida da lavoura temporária nos estabelecimentos agropecuários, por produtos da lavoura temporária, destino da produção e uso de irrigação - (MDA - PRONAF)"
114,CA,Censo Agropecuário,1724,"Produção, Venda e Valor da produção na agroindústria rural nos estabelecimentos agropecuários, por produtos da agroindústria rural, condição produtor em relação às terras, grupos de atividade econômica e destino da produção - (MDA - PRONAF)"
115,CA,Censo Agropecuário,1729,"Efetivo de bovinos nos estabelecimentos agropecuários em 31/12, por condição do produtor em relação às terras, grupos de cabeças, grupos de atividade econômica e grupos de área de pastagem - (MDA - PRONAF)"
116,CA,Censo Agropecuário,1748,"Número de estabelecimentos agropecuários, com agricultura familiar e não familiar, e Quantidade de máquinas e implementos agrícolas existentes por tipo de máquina e implementos agrícolas, condição do produtor em relação às terras, grupos de atividade econômica, grupos de área de lavoura e grupos de área total - (MDA)"
117,CA,Censo Agropecuário,1749,"Efetivo da pecuária nos estabelecimentos agropecuários, com agricultura familiar e não familiar, em 31/12 por espécie de efetivo, condição do produtor em relação às terras, grupos de atividade econômica e grupos de área total - (MDA)"
118,CA,Censo Agropecuário,1750,"Número de estabelecimentos agropecuários, com agricultura familiar e não familiar, por origem da orientação técnica recebida, condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento e orientação técnica - (MDA)"
119,CA,Censo Agropecuário,1819,"Número de estabelecimentos agropecuários com uso de irrigação e Área irrigada dos estabelecimentos, por método utilizado para irrigação e grupos e classes de atividade"
120,CA,Censo Agropecuário,1821,"Produção, Valor da produção, Venda, Valor da venda, Colheita, Área plantada e Efetivos das plantações da lavoura permanente nos estabelecimentos agropecuários com mais de 50 pés existentes por produtos da lavoura permanente e grupos e classes de atividade"
121,CA,Censo Agropecuário,1822,Valor da produção e Efetivos das plantações da lavoura permanente nos estabelecimentos agropecuários com até 50 pés existentes por produtos da lavoura permanente e grupos e classes de atividade
122,CA,Censo Agropecuário,1823,"Produção, Venda, Valor da produção e Área colhida da lavoura temporária por produtos da lavoura temporária e grupos e classes de atividade"
123,CA,Censo Agropecuário,1857,"Número de estabelecimentos agropecuários, com agricultura familiar e não familiar, e Área dos estabelecimentos por condição do produtor em relação às terras, sexo, classe de idade e nível de instrução da pessoa que dirige o estabelecimento - (MDA)"
124,CA,Censo Agropecuário,1859,"Número de estabelecimentos agropecuários que realizaram plantio direto na palha, com agricultura familiar e não familiar, e Área dos estabelecimentos por grupos de atividade econômica e orientação técnica - (MDA)"
125,CA,Censo Agropecuário,1861,"Número de estabelecimentos agropecuários que realizaram plantio direto na palha, com agricultura familiar e não familiar, e Área dos estabelecimentos por nível de instrução da pessoa que dirige o estabelecimento e tempo em que o produtor dirige o estabelecimento - (MDA)"
126,CA,Censo Agropecuário,1863,"Número de estabelecimentos agropecuários, com agricultura familiar e não familiar, por sistema de preparo do solo, condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento e orientação técnica - (MDA)"
127,CA,Censo Agropecuário,1865,"Número de estabelecimentos agropecuários, com agricultura familiar e não familiar, por sistema de preparo do solo, condição do produtor em relação às terras, grupos de área total e grupos de atividade econômica - (MDA)"
128,CA,Censo Agropecuário,1879,"Pessoal ocupado em estabelecimentos agropecuários, com agricultura familiar e não familiar, em 31/12, total e de 14 anos e mais, com laço de parentesco com o produtor por sexo, grupos e classe de atividade econômica e grupos de área total - (MDA)"
129,CA,Censo Agropecuário,1884,"Número de estabelecimentos agropecuários em que o produtor declarou ter atividade fora do estabelecimento no ano, com agricultura familiar e não familiar, por tipo de atividade, sexo, condição do produtor em relação às terras, nível de instrução da pessoa que dirige o estabelecimento e grupos de ativiidade econômica - (MDA)"
130,CA,Censo Agropecuário,1887,"Número de estabelecimentos agropecuários que não obtiveram financiamento, com agricultura familiar e não familiar, por motivo da não obtenção do financiamento, condição produtor em relação às terras e grupos de atividade econômica - (MDA)"
131,CA,Censo Agropecuário,1893,"Número de estabelecimentos agropecuários que obtiveram financiamento, com agricultura familiar e não familiar, e Valor dos financiamentos obtidos por agente financeiro responsável pelo financiamento, condição produtor em relação às terras, grupos de atividade econômica e recursos provenientes de programas governamentais de crédito - (MDA)"
132,CA,Censo Agropecuário,1897,"Número de estabelecimentos agropecuários que investiram, com agricultura familiar e não familiar e Valor dos investimentos por tipo de investimento, condição produtor em relação às terras e grupos de atividade econômica - (MDA)"
133,CA,Censo Agropecuário,1898,"Número de estabelecimentos agropecuários com informações sobre bens, com agricultura familiar e não familiar, e Valor dos bens em 31/12 por tipo de bem, condição produtor em relação às terras e grupos de atividade econômica - (MDA)"
134,CA,Censo Agropecuário,1905,"Número de estabelecimentos agropecuários, com agricultura familiar e não familiar, e Valor das dívidas e ônus reais no ano por credor, condição produtor em relação às terras e grupos de atividade econômica - (MDA)"
135,CA,Censo Agropecuário,1909,"Número de estabelecimentos agropecuários que realizaram despesas no ano, com agricultura familiar e não familiar, e Valor das despesas realizadas no ano por tipo de despesa, condição produtor em relação às terras e grupos de atividade econômica - (MDA)"
136,CA,Censo Agropecuário,1911,"Número de estabelecimentos agropecuários que obtiveram receitas, com agricultura familiar e não familiar, e Valor das receitas obtidas no ano por tipo de receita, condição produtor em relação às terras e grupos de atividade econômica - (MDA)"
137,CA,Censo Agropecuário,1919,"Número de estabelecimentos agropecuários que obtiveram outras receitas, com agricultura familiar e não familiar, e Valor das outras receitas obtidas no ano, por tipo de outras receitas, condição produtor em relação às terras e grupos de atividade econômica - (MDA)"
138,CA,Censo Agropecuário,1931,"Número de estabelecimentos agropecuários com produção no ano, com agricultura familiar e não familiar, e Valor da produção no ano por tipo de produção, condição produtor em relação às terras, classes de valor da produção e grupos de atividade econômica - (MDA)"
139,CA,Censo Agropecuário,1932,"Número de estabelecimentos agropecuários, com agricultura familiar e não familiar, e Área dos estabelecimentos por grupos de atividade econômica, condição produtor em relação às terras e tipo de prática agrícola - (MDA)"
